,mean
clipt,3.9546436285097193
tried,3.9546436285097193
meats,3.9546436285097193
tinas,3.9546436285097193
netas,3.955075593952484
poled,3.955075593952484
parse,3.955075593952484
repot,3.955075593952484
alces,3.955075593952484
apols,3.955075593952484
blets,3.955075593952484
tacos,3.955075593952484
alods,3.955075593952484
ripes,3.9555075593952482
deros,3.9555075593952482
lipes,3.9555075593952482
clues,3.9555075593952482
creps,3.9555075593952482
scold,3.9555075593952482
dript,3.955939524838013
shalt,3.955939524838013
opens,3.955939524838013
pelas,3.955939524838013
sorta,3.955939524838013
pints,3.955939524838013
pales,3.955939524838013
delis,3.955939524838013
drent,3.955939524838013
trams,3.955939524838013
coned,3.9563714902807776
coled,3.9563714902807776
torsi,3.9563714902807776
siren,3.9563714902807776
snore,3.9563714902807776
rione,3.9563714902807776
salop,3.9563714902807776
blase,3.9568034557235423
melts,3.9568034557235423
pants,3.9568034557235423
liart,3.9568034557235423
baels,3.9568034557235423
aeros,3.9568034557235423
motes,3.9572354211663066
clots,3.9572354211663066
caple,3.9572354211663066
spore,3.9572354211663066
scale,3.9572354211663066
liens,3.9572354211663066
drone,3.9572354211663066
artis,3.9576673866090712
clasp,3.9576673866090712
races,3.9576673866090712
spait,3.9576673866090712
place,3.958099352051836
throe,3.958099352051836
silen,3.958099352051836
doles,3.958099352051836
apres,3.958099352051836
poset,3.958099352051836
smote,3.958099352051836
petar,3.958099352051836
geals,3.9585313174946006
lenis,3.9585313174946006
porte,3.9585313174946006
trend,3.9585313174946006
tares,3.9585313174946006
duels,3.9585313174946006
dales,3.9585313174946006
cruet,3.9585313174946006
soled,3.958963282937365
terns,3.958963282937365
pored,3.958963282937365
rosed,3.958963282937365
toile,3.958963282937365
lodes,3.958963282937365
ranse,3.958963282937365
tends,3.958963282937365
sorel,3.958963282937365
solan,3.958963282937365
scrod,3.958963282937365
glens,3.958963282937365
speat,3.9593952483801296
clade,3.9593952483801296
satin,3.9593952483801296
grots,3.9593952483801296
litas,3.9593952483801296
triad,3.9593952483801296
relit,3.9593952483801296
teams,3.9593952483801296
canes,3.9593952483801296
tepal,3.9593952483801296
coeds,3.9593952483801296
nears,3.9593952483801296
craps,3.9598272138228943
lotes,3.9598272138228943
stean,3.9598272138228943
deans,3.9598272138228943
antes,3.9598272138228943
roust,3.9598272138228943
preta,3.9598272138228943
canoe,3.960259179265659
drant,3.960259179265659
lends,3.960259179265659
arose,3.960259179265659
stirp,3.960259179265659
plans,3.960259179265659
steal,3.960259179265659
cords,3.960259179265659
copal,3.960259179265659
poste,3.960259179265659
cline,3.960259179265659
alien,3.960259179265659
thens,3.960691144708423
trash,3.960691144708423
resit,3.960691144708423
ronte,3.960691144708423
panel,3.960691144708423
polts,3.960691144708423
seron,3.960691144708423
sater,3.960691144708423
cines,3.960691144708423
ranes,3.960691144708423
prose,3.960691144708423
score,3.960691144708423
copen,3.960691144708423
cants,3.960691144708423
tapis,3.961123110151188
rails,3.961123110151188
rotas,3.961123110151188
split,3.961123110151188
sable,3.961123110151188
arled,3.961123110151188
crame,3.961123110151188
lirot,3.961123110151188
lunes,3.961123110151188
spare,3.961123110151188
sprod,3.9615550755939526
plant,3.9615550755939526
glost,3.9615550755939526
crios,3.9615550755939526
reams,3.9615550755939526
recto,3.9615550755939526
doers,3.9619870410367173
stole,3.9619870410367173
olate,3.9619870410367173
senor,3.9619870410367173
laten,3.9619870410367173
aline,3.9619870410367173
tesla,3.9619870410367173
ponce,3.9619870410367173
shone,3.9619870410367173
orals,3.9619870410367173
carne,3.9619870410367173
lears,3.9619870410367173
slice,3.9624190064794815
lopes,3.9624190064794815
deist,3.9624190064794815
lints,3.9624190064794815
meils,3.9624190064794815
colts,3.9624190064794815
spald,3.9624190064794815
parte,3.9624190064794815
repat,3.9624190064794815
nails,3.9624190064794815
beals,3.9628509719222462
horst,3.9628509719222462
parts,3.9628509719222462
brits,3.9628509719222462
tapes,3.9628509719222462
ascot,3.9628509719222462
dries,3.9628509719222462
loans,3.963282937365011
toils,3.963282937365011
drest,3.963282937365011
strip,3.963282937365011
ploit,3.963282937365011
clans,3.963282937365011
spart,3.963282937365011
antis,3.963282937365011
dirts,3.963282937365011
stoln,3.963282937365011
clied,3.963282937365011
brast,3.963282937365011
cunts,3.963282937365011
senti,3.963282937365011
anile,3.963282937365011
sprat,3.963714902807775
roans,3.963714902807775
aroid,3.963714902807775
lapse,3.963714902807775
doilt,3.963714902807775
claps,3.963714902807775
rotan,3.963714902807775
peans,3.963714902807775
ponts,3.963714902807775
dears,3.963714902807775
thale,3.963714902807775
tunes,3.96414686825054
apers,3.96414686825054
tiare,3.96414686825054
irons,3.9645788336933045
prise,3.9645788336933045
losen,3.9645788336933045
prole,3.9645788336933045
coral,3.9645788336933045
cosed,3.9645788336933045
dorse,3.9645788336933045
tapir,3.9645788336933045
pines,3.9645788336933045
tices,3.9645788336933045
comes,3.9645788336933045
halse,3.9645788336933045
lions,3.9645788336933045
tread,3.9645788336933045
spile,3.9645788336933045
clone,3.9645788336933045
saunt,3.9645788336933045
store,3.9645788336933045
dints,3.9650107991360692
derns,3.9650107991360692
cored,3.9650107991360692
stend,3.9650107991360692
prunt,3.9650107991360692
dropt,3.9650107991360692
cents,3.9650107991360692
ploce,3.9650107991360692
pearl,3.9650107991360692
cairn,3.9654427645788335
ceorl,3.9654427645788335
pesto,3.9654427645788335
pleat,3.9654427645788335
pares,3.9654427645788335
posed,3.9654427645788335
rales,3.9654427645788335
taler,3.9654427645788335
bloat,3.9654427645788335
anole,3.9654427645788335
stair,3.9654427645788335
seral,3.965874730021598
praos,3.965874730021598
posit,3.965874730021598
clips,3.965874730021598
aeons,3.965874730021598
poser,3.965874730021598
coles,3.965874730021598
algos,3.965874730021598
pacts,3.965874730021598
toise,3.966306695464363
ratel,3.966306695464363
almes,3.966306695464363
nosed,3.966306695464363
spane,3.966306695464363
heals,3.966306695464363
peins,3.966306695464363
grist,3.966306695464363
carol,3.966306695464363
narcs,3.966306695464363
laces,3.966306695464363
coden,3.9667386609071276
derat,3.9667386609071276
spurt,3.9667386609071276
brats,3.9667386609071276
stipe,3.9667386609071276
gleds,3.9667386609071276
balot,3.9667386609071276
lenos,3.9667386609071276
capos,3.9667386609071276
lance,3.9667386609071276
clept,3.9667386609071276
inert,3.967170626349892
slued,3.967170626349892
redos,3.967170626349892
coset,3.967170626349892
frost,3.967170626349892
acers,3.967170626349892
clems,3.967170626349892
notal,3.9676025917926565
trims,3.9676025917926565
licet,3.9676025917926565
scart,3.9676025917926565
reais,3.9676025917926565
brust,3.9676025917926565
pacos,3.968034557235421
cleat,3.968034557235421
rines,3.968034557235421
shirt,3.968034557235421
drops,3.968034557235421
rents,3.968034557235421
arson,3.968034557235421
prion,3.968034557235421
tarps,3.968034557235421
resto,3.968466522678186
clame,3.968466522678186
boast,3.968466522678186
strep,3.968466522678186
coirs,3.968466522678186
ronde,3.968466522678186
serin,3.968466522678186
tolas,3.968466522678186
modes,3.96889848812095
nelis,3.96889848812095
tride,3.96889848812095
prods,3.96889848812095
tired,3.96889848812095
ratos,3.96889848812095
paste,3.96889848812095
beats,3.96889848812095
brans,3.969330453563715
arles,3.969330453563715
ontal,3.969330453563715
resod,3.969330453563715
blate,3.969330453563715
roils,3.969330453563715
dolts,3.969330453563715
daint,3.969330453563715
cloam,3.969330453563715
citer,3.969330453563715
clods,3.969330453563715
trogs,3.969330453563715
alone,3.969330453563715
bears,3.969330453563715
doser,3.969330453563715
sidle,3.969330453563715
enact,3.969330453563715
crams,3.9697624190064795
rotal,3.9697624190064795
eruct,3.9697624190064795
tians,3.9697624190064795
eorls,3.9697624190064795
epris,3.9697624190064795
corps,3.9697624190064795
tiled,3.9697624190064795
cates,3.9697624190064795
coder,3.9697624190064795
speal,3.9697624190064795
cream,3.970194384449244
marse,3.970194384449244
smolt,3.970194384449244
carpe,3.970194384449244
rites,3.970194384449244
pules,3.970194384449244
airts,3.970194384449244
reins,3.970194384449244
decos,3.970194384449244
steil,3.970194384449244
roped,3.970194384449244
selah,3.9706263498920085
mores,3.9706263498920085
proin,3.9706263498920085
turns,3.9706263498920085
dules,3.9706263498920085
borts,3.971058315334773
aloed,3.971058315334773
orans,3.971058315334773
clapt,3.971058315334773
retip,3.971058315334773
doper,3.971058315334773
tinds,3.971490280777538
nital,3.971490280777538
clipe,3.971490280777538
crops,3.971490280777538
sabre,3.971490280777538
larnt,3.971490280777538
torch,3.971490280777538
petal,3.971490280777538
speld,3.971490280777538
bales,3.971490280777538
blare,3.971490280777538
telco,3.971490280777538
loden,3.971490280777538
arsed,3.971490280777538
reads,3.9719222462203025
irate,3.9719222462203025
oncet,3.9719222462203025
lited,3.9719222462203025
heast,3.9719222462203025
chose,3.9719222462203025
lades,3.9719222462203025
hones,3.9719222462203025
drole,3.9719222462203025
piled,3.9719222462203025
scrat,3.9719222462203025
porta,3.972354211663067
sloth,3.972354211663067
moste,3.972354211663067
petri,3.972354211663067
liane,3.972354211663067
males,3.972354211663067
spode,3.9727861771058315
acres,3.9727861771058315
pitas,3.9727861771058315
lants,3.9727861771058315
shope,3.9727861771058315
preon,3.9727861771058315
salto,3.9727861771058315
erics,3.9727861771058315
ornis,3.9727861771058315
cried,3.9727861771058315
stela,3.9727861771058315
ludes,3.9727861771058315
calps,3.9727861771058315
toned,3.9727861771058315
braes,3.973218142548596
recon,3.973218142548596
blist,3.973218142548596
riels,3.973218142548596
trabs,3.973218142548596
gaols,3.973218142548596
sonde,3.973218142548596
melas,3.973218142548596
noirs,3.973218142548596
coste,3.973218142548596
samel,3.973218142548596
nates,3.973218142548596
rates,3.973650107991361
blaes,3.973650107991361
clegs,3.973650107991361
linos,3.973650107991361
nirls,3.973650107991361
feast,3.973650107991361
spine,3.973650107991361
canto,3.973650107991361
gloat,3.973650107991361
crise,3.973650107991361
acold,3.973650107991361
drape,3.973650107991361
dearn,3.973650107991361
acros,3.973650107991361
tical,3.973650107991361
luces,3.973650107991361
crena,3.974082073434125
octas,3.974082073434125
octal,3.974082073434125
tards,3.974082073434125
taper,3.974082073434125
crein,3.974082073434125
droit,3.974082073434125
stein,3.974082073434125
topis,3.974082073434125
rials,3.974082073434125
heist,3.974082073434125
slime,3.974082073434125
sitar,3.974082073434125
taroc,3.97451403887689
plane,3.97451403887689
loris,3.97451403887689
dorps,3.97451403887689
stire,3.97451403887689
tours,3.97451403887689
camel,3.97451403887689
lacet,3.97451403887689
acnes,3.97451403887689
leaps,3.97451403887689
lords,3.97451403887689
rices,3.97451403887689
later,3.97451403887689
irone,3.97451403887689
gelts,3.97451403887689
starn,3.97451403887689
clair,3.97451403887689
gleis,3.9749460043196545
sield,3.9749460043196545
bones,3.9749460043196545
rands,3.9749460043196545
panes,3.9749460043196545
boets,3.9749460043196545
sluit,3.9749460043196545
snarl,3.9749460043196545
taces,3.9749460043196545
comal,3.9749460043196545
morns,3.9749460043196545
triol,3.9749460043196545
bares,3.9749460043196545
darns,3.9749460043196545
carps,3.9749460043196545
creds,3.9749460043196545
stoic,3.9749460043196545
tehrs,3.975377969762419
pates,3.975377969762419
dares,3.975377969762419
costa,3.975377969762419
rends,3.975377969762419
slide,3.975377969762419
smite,3.975377969762419
toled,3.975377969762419
orcas,3.975377969762419
mercs,3.9758099352051834
solde,3.9758099352051834
coate,3.9758099352051834
brent,3.9758099352051834
anils,3.9758099352051834
earls,3.9758099352051834
chert,3.9758099352051834
crine,3.9758099352051834
aloes,3.9758099352051834
cadre,3.976241900647948
blocs,3.976241900647948
merit,3.976241900647948
larns,3.976241900647948
atocs,3.976241900647948
caser,3.976241900647948
robes,3.976241900647948
belts,3.976241900647948
prian,3.976241900647948
stear,3.976241900647948
bonce,3.976241900647948
plish,3.976241900647948
botes,3.976241900647948
penis,3.976241900647948
borne,3.976241900647948
raise,3.976241900647948
pects,3.976241900647948
tosed,3.976241900647948
armet,3.976241900647948
aloin,3.976241900647948
frist,3.976673866090713
dunts,3.976673866090713
apert,3.976673866090713
panir,3.976673866090713
diets,3.976673866090713
arils,3.976673866090713
triac,3.976673866090713
helot,3.976673866090713
plods,3.976673866090713
storm,3.976673866090713
brace,3.976673866090713
parcs,3.976673866090713
lores,3.9771058315334775
dolce,3.9771058315334775
punts,3.9771058315334775
recta,3.9771058315334775
olent,3.9771058315334775
sared,3.9771058315334775
cripe,3.9771058315334775
nomes,3.9771058315334775
piste,3.9771058315334775
rosin,3.9771058315334775
bodes,3.9771058315334775
hales,3.9771058315334775
pirls,3.9775377969762418
soare,3.9775377969762418
slier,3.9775377969762418
price,3.9775377969762418
cards,3.9775377969762418
brane,3.9775377969762418
heart,3.9775377969762418
natis,3.9775377969762418
siled,3.9775377969762418
ments,3.9775377969762418
curls,3.9775377969762418
heats,3.9779697624190065
dalts,3.9779697624190065
leams,3.9779697624190065
porae,3.9779697624190065
naris,3.9779697624190065
olpes,3.9779697624190065
ergot,3.9779697624190065
decor,3.9779697624190065
scalp,3.9779697624190065
pedos,3.9779697624190065
parol,3.9779697624190065
losed,3.978401727861771
pairs,3.978401727861771
thrae,3.978401727861771
morne,3.978401727861771
pails,3.978401727861771
paint,3.978401727861771
retch,3.978401727861771
melds,3.978401727861771
blart,3.978401727861771
tidal,3.978401727861771
lerps,3.978401727861771
breis,3.978401727861771
purls,3.978833693304536
plebs,3.978833693304536
thane,3.978833693304536
crome,3.978833693304536
doter,3.978833693304536
dotal,3.978833693304536
loped,3.978833693304536
perms,3.978833693304536
thorn,3.978833693304536
spear,3.978833693304536
slain,3.978833693304536
shoed,3.978833693304536
plied,3.978833693304536
laers,3.978833693304536
lotsa,3.978833693304536
dines,3.978833693304536
snipe,3.978833693304536
dures,3.9792656587473
torah,3.9792656587473
brant,3.9792656587473
lunts,3.9792656587473
tiler,3.9792656587473
earns,3.9792656587473
trapo,3.9792656587473
means,3.979697624190065
borde,3.979697624190065
alose,3.979697624190065
cites,3.979697624190065
earth,3.979697624190065
thorp,3.979697624190065
taser,3.979697624190065
shite,3.979697624190065
relos,3.979697624190065
runos,3.979697624190065
poire,3.979697624190065
toads,3.979697624190065
turps,3.979697624190065
tarsi,3.9801295896328295
roles,3.9801295896328295
clote,3.9801295896328295
elops,3.9801295896328295
etnas,3.9801295896328295
besot,3.9801295896328295
speir,3.9801295896328295
biers,3.9801295896328295
alter,3.9801295896328295
crabs,3.9801295896328295
noire,3.9801295896328295
laris,3.9801295896328295
plasm,3.9801295896328295
salut,3.9801295896328295
grats,3.980561555075594
barns,3.980561555075594
cital,3.980561555075594
cable,3.980561555075594
aport,3.980561555075594
shiel,3.980561555075594
nites,3.980561555075594
domes,3.980561555075594
stade,3.980561555075594
crems,3.980561555075594
canso,3.980561555075594
steno,3.980561555075594
lotas,3.980561555075594
baile,3.980561555075594
shlep,3.980561555075594
coped,3.9809935205183584
snout,3.9809935205183584
nerts,3.9809935205183584
teind,3.9809935205183584
clads,3.9809935205183584
gales,3.9809935205183584
enlit,3.9809935205183584
moals,3.9809935205183584
oners,3.9809935205183584
blues,3.9809935205183584
toric,3.9809935205183584
roids,3.9809935205183584
drome,3.981425485961123
dirls,3.981425485961123
first,3.981425485961123
caste,3.981425485961123
spoil,3.981425485961123
lairs,3.981425485961123
saine,3.981425485961123
brios,3.981425485961123
blats,3.981425485961123
denar,3.981425485961123
troys,3.981425485961123
salue,3.981425485961123
telic,3.981425485961123
codas,3.981425485961123
redan,3.981425485961123
duets,3.981425485961123
routs,3.981425485961123
sutor,3.981857451403888
merls,3.981857451403888
orped,3.981857451403888
spier,3.981857451403888
roted,3.981857451403888
noris,3.981857451403888
brens,3.981857451403888
atone,3.981857451403888
turms,3.981857451403888
capot,3.981857451403888
darls,3.981857451403888
arpen,3.981857451403888
smile,3.981857451403888
laide,3.981857451403888
thins,3.981857451403888
phots,3.982289416846652
inept,3.982289416846652
tapen,3.982289416846652
gents,3.982289416846652
hopes,3.982289416846652
metro,3.982289416846652
dahls,3.982289416846652
doner,3.982289416846652
darts,3.982289416846652
dobes,3.982289416846652
proal,3.982289416846652
tsade,3.9827213822894167
moile,3.9827213822894167
blade,3.9827213822894167
court,3.9827213822894167
santo,3.9827213822894167
royst,3.9827213822894167
acone,3.9827213822894167
pater,3.9827213822894167
denis,3.9827213822894167
rance,3.9827213822894167
lares,3.9827213822894167
lepta,3.9827213822894167
tabos,3.9827213822894167
goest,3.9827213822894167
biles,3.9827213822894167
gored,3.9827213822894167
alios,3.9827213822894167
lames,3.9827213822894167
septa,3.9827213822894167
runts,3.9831533477321814
robed,3.9831533477321814
trued,3.9831533477321814
toges,3.9831533477321814
orate,3.9831533477321814
crema,3.9831533477321814
shart,3.9831533477321814
drips,3.9831533477321814
hents,3.9831533477321814
podal,3.9831533477321814
tilde,3.9831533477321814
inset,3.983585313174946
bored,3.983585313174946
miles,3.983585313174946
grens,3.983585313174946
inros,3.983585313174946
noels,3.983585313174946
grope,3.983585313174946
oilet,3.983585313174946
pedro,3.983585313174946
runes,3.983585313174946
tules,3.983585313174946
souct,3.983585313174946
prems,3.983585313174946
coils,3.9840172786177104
noles,3.9840172786177104
litre,3.9840172786177104
sired,3.9840172786177104
eards,3.9840172786177104
ailed,3.9840172786177104
sloid,3.9840172786177104
spaer,3.9840172786177104
capes,3.9840172786177104
crags,3.9840172786177104
padle,3.984449244060475
maist,3.984449244060475
sarin,3.984449244060475
omnes,3.984449244060475
noser,3.984449244060475
lutes,3.984449244060475
corms,3.984449244060475
torus,3.984449244060475
scout,3.984449244060475
arise,3.984449244060475
datos,3.984449244060475
trows,3.984449244060475
geats,3.984449244060475
leads,3.984449244060475
parle,3.9848812095032398
ramse,3.9848812095032398
claro,3.9848812095032398
liars,3.9848812095032398
meris,3.9848812095032398
bores,3.9848812095032398
horse,3.9848812095032398
lengs,3.9853131749460045
smart,3.9853131749460045
marts,3.9853131749460045
rased,3.9853131749460045
acoel,3.9853131749460045
riles,3.9853131749460045
coble,3.9853131749460045
ordie,3.9853131749460045
marls,3.9853131749460045
heils,3.9853131749460045
peril,3.9853131749460045
breds,3.9853131749460045
dorms,3.9853131749460045
argot,3.9853131749460045
groat,3.9857451403887687
metis,3.9857451403887687
porin,3.9857451403887687
presa,3.9857451403887687
recut,3.9857451403887687
spred,3.9857451403887687
nipet,3.9857451403887687
dolie,3.9857451403887687
haets,3.9857451403887687
shorl,3.9857451403887687
blots,3.9857451403887687
bries,3.9857451403887687
table,3.9861771058315334
nidor,3.9861771058315334
orpin,3.9861771058315334
gelds,3.9861771058315334
rosti,3.9861771058315334
mesto,3.9861771058315334
palet,3.9861771058315334
hears,3.9861771058315334
tromp,3.9861771058315334
poral,3.9861771058315334
meson,3.9861771058315334
lined,3.9861771058315334
riato,3.9861771058315334
terfs,3.9861771058315334
tared,3.9861771058315334
nepit,3.9861771058315334
doris,3.9861771058315334
opals,3.9861771058315334
tribe,3.9861771058315334
siroc,3.9861771058315334
crout,3.9861771058315334
remit,3.9861771058315334
eiron,3.986609071274298
grape,3.986609071274298
paise,3.986609071274298
pends,3.986609071274298
rebit,3.986609071274298
macle,3.986609071274298
speil,3.986609071274298
mopes,3.986609071274298
siler,3.986609071274298
tunas,3.987041036717063
plier,3.987041036717063
boats,3.987041036717063
pocan,3.987041036717063
sithe,3.987041036717063
recal,3.987041036717063
herns,3.987041036717063
noter,3.987041036717063
mares,3.987041036717063
leish,3.987041036717063
sabot,3.987041036717063
dants,3.987041036717063
pures,3.987041036717063
inlet,3.987041036717063
leuds,3.987473002159827
redon,3.987473002159827
marcs,3.987473002159827
prads,3.987473002159827
napes,3.987473002159827
solid,3.987473002159827
rames,3.987473002159827
plash,3.987473002159827
corbe,3.987473002159827
spout,3.987473002159827
runed,3.987473002159827
poler,3.987473002159827
spire,3.987473002159827
orcin,3.987473002159827
durst,3.987473002159827
colin,3.987473002159827
biont,3.9879049676025917
wrast,3.9879049676025917
credo,3.9879049676025917
orles,3.9879049676025917
raile,3.9879049676025917
delta,3.9879049676025917
bents,3.9879049676025917
clear,3.9879049676025917
moers,3.9879049676025917
patel,3.9879049676025917
nerds,3.9879049676025917
rinse,3.9879049676025917
stond,3.9879049676025917
